tau,ICR,on_chain_volume,write_reduction,anchored_flows,attacks_anchored,attacks_missed,benign_anchored,anchor_precision
0.009823697619140148,0.9787308043349195,0.24392537932388741,0.7560746206761126,921704,441803,9601,479901,0.4793328443838803
0.009849469177424908,0.9787308043349195,0.24392511467777617,0.7560748853222239,921703,441803,9601,479900,0.4793333644351814
0.009849470108747482,0.9787308043349195,0.24391373489499238,0.7560862651050076,921660,441803,9601,479857,0.4793557277086995
0.009849471040070057,0.9785823785345278,0.24250370041425057,0.7574962995857495,916332,441736,9668,474596,0.4820698174897308
0.01,0.9785801632240743,0.2424960256770243,0.7575039743229757,916303,441735,9669,474568,0.4820839831365826
0.010006550699472427,0.9785801632240743,0.2424960256770243,0.7575039743229757,916303,441735,9669,474568,0.4820839831365826
0.010137449949979782,0.9785801632240743,0.24249576103091305,0.7575042389690869,916302,441735,9669,474567,0.4820845092556821
0.010137450881302357,0.9783187565905486,0.2396563729033081,0.7603436270966919,905573,441617,9787,463956,0.48766582042529977
0.010137451812624931,0.9765620154008383,0.22087973131009617,0.7791202686899038,834623,440824,10580,393799,0.5281714019383602
0.01029951125383377,0.9763626374600136,0.2185537566383169,0.7814462433616831,825834,440734,10670,385100,0.5336835247761657
0.010434560477733612,0.9763626374600136,0.21855349199220564,0.7814465080077944,825833,440734,10670,385099,0.5336841710127834
0.010623629204928875,0.9763626374600136,0.2185532273460944,0.7814467726539056,825832,440734,10670,385098,0.5336848172509663
0.01062363013625145,0.9762917475254982,0.21785165050516972,0.7821483494948303,823181,440702,10702,382479,0.5353646403403383
0.010623631067574024,0.9747742598647775,0.2010741456363429,0.798925854363657,759785,440017,11387,319768,0.5791335706811795
0.010820348747074604,0.9747343842766125,0.20043793638489707,0.799562063615103,757381,439999,11405,317382,0.5809480301195832
0.010820349678397179,0.9746767862048188,0.19994860572519518,0.8000513942748049,755532,439973,11431,315559,0.5823353610436091
0.010820350609719753,0.9736732505693347,0.1892177352062162,0.8107822647937838,714984,439520,11884,275464,0.6147270428429168
0.010831826366484165,0.9736666046379739,0.18911531716116234,0.8108846828388376,714597,439517,11887,275080,0.6150557587003583
0.010873908177018166,0.9736666046379739,0.1891150525150511,0.8108849474849489,714596,439517,11887,275079,0.6150566194045307
0.010900687426328659,0.9736666046379739,0.18911478786893984,0.8108852121310601,714595,439517,11887,275078,0.6150574801111119
0.011003977619111538,0.9736666046379739,0.1891145232228286,0.8108854767771714,714594,439517,11887,275077,0.615058340820102
0.011114918626844883,0.9736666046379739,0.18911425857671735,0.8108857414232826,714593,439517,11887,275076,0.6150592015315012
0.011114919558167458,0.9736555280857059,0.18902666071389346,0.8109733392861065,714262,439512,11892,274750,0.6153372291960093
0.011114920489490032,0.973243480341335,0.1839004655389743,0.8160995344610257,694892,439326,12078,255566,0.6322219855747367
0.011140819638967514,0.9732235425472525,0.1837207708294353,0.8162792291705647,694213,439317,12087,254896,0.63282738871211
0.011140820570290089,0.9731792363381805,0.18327828253142475,0.8167217174685752,692541,439297,12107,253244,0.6343263431334751
0.011140821501612663,0.9725833178261601,0.17756642551230856,0.8224335744876914,670958,439028,12376,231930,0.6543300772924684
0.011718167923390865,0.9725700259634386,0.17722159162934936,0.8227784083706506,669655,439022,12382,230633,0.6555942985567195
0.01171816885471344,0.9725567341007169,0.17704533731925662,0.8229546626807434,668989,439016,12388,229973,0.6562379949446104
0.011718169786036015,0.9714335717007382,0.16490099192008958,0.8350990080799104,623100,438509,12895,184591,0.7037538115872252
0.011928067542612553,0.9714269257693773,0.1647739617866894,0.8352260382133105,622620,438506,12898,184114,0.7042915421926697
0.012029396370053291,0.9714269257693773,0.16477369714057816,0.8352263028594218,622619,438506,12898,184113,0.7042926733684645
0.012029397301375866,0.9713250214885114,0.16373231469280805,0.836267685307192,618684,438460,12944,180224,0.7086978166559988
0.01202939823269844,0.9707822704273777,0.15810276261429074,0.8418972373857092,597412,438215,13189,159197,0.7335222593453095
0.012122919782996178,0.9706892273883262,0.1571127215121032,0.8428872784878968,593671,438173,13231,155498,0.7380737816063105
0.012122920714318752,0.9702040743989863,0.15213234634448297,0.847867653655517,574852,437954,13450,136898,0.7618552253449583
0.012122921645641327,0.969202754073956,0.14184396412351458,0.8581560358764855,535976,437502,13902,98474,0.8162716241025717
0.0123038524761796,0.9682058643698328,0.13263348551366885,0.8673665144863312,501173,437052,14352,64121,0.8720581515764018
0.01338944025337696,0.9682058643698328,0.13263322086755758,0.8673667791324424,501172,437052,14352,64120,0.8720598916140566
0.013389441184699535,0.9681770653339359,0.13240588985799354,0.8675941101420065,500313,437039,14365,63274,0.8735311694879005
0.01338944211602211,0.9680552232589875,0.13160956970924126,0.8683904302907588,497304,436984,14420,60320,0.8787059826584946
0.014187508262693882,0.968035285464905,0.13126394188794832,0.8687360581120517,495998,436975,14429,59023,0.8810015362965173
0.014187509194016457,0.9680175629812762,0.1311030370523081,0.8688969629476919,495390,436967,14437,58423,0.8820666545549971
0.014187510125339031,0.967849199386802,0.12959005523428987,0.8704099447657101,489673,436891,14513,52782,0.8922096991257431
0.014272320084273815,0.9678381228345341,0.12947519882200723,0.8705248011779928,489239,436886,14518,52353,0.8929909512528641
0.014281341806054115,0.9678381228345341,0.12947493417589598,0.870525065824104,489238,436886,14518,52352,0.8929927765218565
0.01434088870882988,0.9678381228345341,0.12947466952978473,0.8705253304702153,489237,436886,14518,52351,0.8929946017983105
0.014459984377026558,0.9678381228345341,0.12947440488367348,0.8705255951163265,489236,436886,14518,52350,0.8929964270822262
0.014530356973409653,0.9678381228345341,0.12947414023756224,0.8705258597624378,489235,436886,14518,52349,0.8929982523736036
0.014530357904732227,0.9678226156613587,0.12939342317363087,0.8706065768263691,488930,436879,14525,52051,0.8935409976888307
0.014530358836054802,0.9677827400731939,0.12907452460957422,0.8709254753904258,487725,436861,14543,50864,0.8957117227946076
0.014604669995605946,0.9677716635209258,0.12897184191840907,0.871028158081591,487337,436856,14548,50481,0.8964145960598108
0.014676917344331741,0.9677716635209258,0.12897157727229783,0.8710284227277022,487336,436856,14548,50480,0.8964164354777813
0.0147821931168437,0.9677716635209258,0.12897131262618658,0.8710286873738134,487335,436856,14548,50479,0.8964182749033006
0.014862696640193462,0.9677716635209258,0.12897104798007533,0.8710289520199247,487334,436856,14548,50478,0.8964201143363689
0.014862697571516037,0.9677450797954825,0.12866882212102743,0.8713311778789725,486192,436844,14560,49348,0.8985010037186955
0.014862698502838612,0.9672266971493385,0.12378054380012232,0.8762194561998777,467721,436610,14794,31111,0.9334838504150978
0.015,0.9671668837670911,0.12337431201935305,0.876625687980647,466186,436583,14821,29603,0.9364995945824199
0.015318294055759907,0.9671668837670911,0.12337431201935305,0.876625687980647,466186,436583,14821,29603,0.9364995945824199
0.015378043055534363,0.9671668837670911,0.12337404737324179,0.8766259526267582,466185,436583,14821,29602,0.9365016034406941
0.015378043986856937,0.967144730662555,0.12312263356755396,0.8768773664324461,465235,436573,14831,28662,0.9383924253334336
0.015378044918179512,0.9670982091430294,0.12247716170221437,0.8775228382977857,462796,436552,14852,26244,0.9432925090104495
0.01753634214401245,0.9670539029339572,0.1221577338459352,0.8778422661540648,461589,436532,14872,25057,0.9457157774557019
0.019020171836018562,0.9670539029339572,0.12215746919982395,0.877842530800176,461588,436532,14872,25056,0.9457178262866452
0.01902017369866371,0.9670539029339572,0.1221135379453564,0.8778864620546436,461422,436532,14872,24890,0.9460580553159581
0.01902017556130886,0.9668434484408645,0.12079824677244219,0.8792017532275578,456452,436437,14967,20015,0.9561509205787246
0.02,0.9668434484408645,0.12078766092799217,0.8792123390720078,456412,436437,14967,19975,0.9562347177550108
0.02124500274658203,0.9668434484408645,0.12078766092799217,0.8792123390720078,456412,436437,14967,19975,0.9562347177550108
0.021893911063671112,0.9668434484408645,0.12078739628188093,0.879212603718119,456411,436437,14967,19974,0.9562368128726082
0.02189391292631626,0.9668146494049676,0.12056112385676188,0.8794388761432381,455556,436424,14980,19132,0.9580029678019827
0.02189391478896141,0.9666396398791327,0.1194673414789642,0.8805326585210358,451423,436345,15059,15078,0.9665989548605188
0.02228124439716339,0.9666152714641429,0.11929585079887399,0.880704149201126,450775,436334,15070,14441,0.9679640618934058
0.022405803203582764,0.9666152714641429,0.11929558615276273,0.8807044138472373,450774,436334,15070,14440,0.9679662092312334
0.022427987307310104,0.9666152714641429,0.11929532150665148,0.8807046784933485,450773,436334,15070,14439,0.9679683565785884
0.022924520075321198,0.9666152714641429,0.11929505686054023,0.8807049431394598,450772,436334,15070,14438,0.9679705039354707
0.023047372698783875,0.9666152714641429,0.11929479221442899,0.880705207785571,450771,436334,15070,14437,0.9679726513018806
0.023047374561429024,0.9666130561536894,0.1192632993271902,0.8807367006728098,450652,436333,15071,14319,0.9682260369420307
0.023047376424074173,0.9665909030491533,0.11910054196877123,0.8808994580312288,450037,436323,15081,13714,0.9695269500063328
0.025,0.9665886877386997,0.11908466320209621,0.8809153367979038,449977,436322,15082,13655,0.9696540045380098
0.027834083884954453,0.9665886877386997,0.11908466320209621,0.8809153367979038,449977,436322,15082,13655,0.9696540045380098
0.02816901169717312,0.9665886877386997,0.11908439855598496,0.880915601444015,449976,436322,15082,13654,0.9696561594396146
0.028169013559818268,0.9665886877386997,0.11908386926376245,0.8809161307362375,449974,436322,15082,13652,0.9696604692715579
0.028169015422463417,0.9665886877386997,0.11906560868208618,0.8809343913179138,449905,436322,15082,13583,0.9698091819384093
0.028409089893102646,0.9665886877386997,0.11906534403597493,0.8809346559640251,449904,436322,15082,13582,0.9698113375297841
0.028409091755747795,0.9665864724282461,0.11902855822651114,0.8809714417734889,449765,436321,15083,13444,0.9701088346136315
0.028409093618392944,0.966553242771442,0.1188875018492147,0.8811124981507853,449232,436306,15098,12926,0.9712264486946611
0.029872896149754524,0.9665377355982667,0.11884409988696965,0.8811559001130304,449068,436299,15105,12769,0.9715655535464562
0.03,0.9665377355982667,0.1188438352408584,0.8811561647591416,449067,436299,15105,12768,0.9715677170667183
0.03216526657342911,0.9665377355982667,0.1188438352408584,0.8811561647591416,449067,436299,15105,12768,0.9715677170667183
0.035,0.9665377355982667,0.11884357059474715,0.8811564294052529,449066,436299,15105,12767,0.9715698805966161
0.03849000483751297,0.9665377355982667,0.11884357059474715,0.8811564294052529,449066,436299,15105,12767,0.9715698805966161
0.03849000856280327,0.9664978600101019,0.11880996053861835,0.8811900394613816,448939,436281,15123,12658,0.9718046327006564
0.03849001228809357,0.9664424772487616,0.118540021505143,0.881459978494857,447919,436256,15148,11663,0.9739618100594081
0.04,0.9664424772487616,0.11851011649457172,0.8814898835054283,447806,436256,15148,11550,0.9742075809613985
0.0414314828813076,0.9664424772487616,0.11851011649457172,0.8814898835054283,447806,436256,15148,11550,0.9742075809613985
0.04167799651622772,0.9664424772487616,0.11850985184846045,0.8814901481515396,447805,436256,15148,11549,0.9742097564788245
0.04325699433684349,0.9664424772487616,0.1185095872023492,0.8814904127976508,447804,436256,15148,11548,0.9742119320059669
0.04325699806213379,0.9664424772487616,0.11850482357234671,0.8814951764276533,447786,436256,15148,11530,0.9742510931561058
0.04325700178742409,0.9664269700755864,0.11839975906618032,0.8816002409338197,447389,436249,15155,11140,0.9750999689308409
0.045,0.9664269700755864,0.11839684795895657,0.8816031520410434,447378,436249,15155,11129,0.9751239444049551
0.04683840274810791,0.9664269700755864,0.11839684795895657,0.8816031520410434,447378,436249,15155,11129,0.9751239444049551
0.04683840647339821,0.9664269700755864,0.1183949954361778,0.8816050045638222,447371,436249,15155,11122,0.9751392021387171
0.04683841019868851,0.9663893097978751,0.11831269049557895,0.8816873095044211,447060,436232,15172,10828,0.97577953742227
0.04760235548019409,0.9663848791769679,0.11830686828113145,0.8816931317188685,447038,436230,15174,10808,0.9758230843910362
0.04910179227590561,0.9663848791769679,0.1183066036350202,0.8816933963649798,447037,436230,15174,10807,0.975825267259757
0.04910179600119591,0.9663582954515246,0.1182340906005376,0.8817659093994624,446763,436218,15186,10545,0.9763968815680797
0.049101799726486206,0.9662408839974834,0.11799696768485729,0.8820030323151427,445867,436165,15239,9702,0.9782401478467794
0.05,0.9662010084093184,0.11787920016535089,0.8821207998346491,445422,436147,15257,9275,0.9791770500783527
0.0520833283662796,0.9662010084093184,0.11787920016535089,0.8821207998346491,445422,436147,15257,9275,0.9791770500783527
0.0520833320915699,0.9661987930988649,0.11786596785978837,0.8821340321402116,445372,436146,15258,9226,0.9792847327627242
0.0520833358168602,0.9661877165465969,0.11783685678755083,0.8821631432124492,445262,436141,15263,9121,0.9795154313640059
0.055,0.9661766399943288,0.11782838811199083,0.8821716118880092,445230,436136,15268,9094,0.9795746018911574
0.05920793116092682,0.9661766399943288,0.11782838811199083,0.8821716118880092,445230,436136,15268,9094,0.9795746018911574
0.06,0.9661766399943288,0.11782812346587958,0.8821718765341204,445229,436136,15268,9093,0.9795768020501809
0.065,0.9661766399943288,0.11782812346587958,0.8821718765341204,445229,436136,15268,9093,0.9795768020501809
0.07,0.9661766399943288,0.11782812346587958,0.8821718765341204,445229,436136,15268,9093,0.9795768020501809
0.075,0.9661766399943288,0.11782812346587958,0.8821718765341204,445229,436136,15268,9093,0.9795768020501809
0.08,0.9661766399943288,0.11782812346587958,0.8821718765341204,445229,436136,15268,9093,0.9795768020501809
0.0833333283662796,0.9661766399943288,0.11782812346587958,0.8821718765341204,445229,436136,15268,9093,0.9795768020501809
0.0833333358168602,0.9661766399943288,0.11782785881976833,0.8821721411802317,445228,436136,15268,9092,0.9795790022190878
0.0838342234492302,0.9661744246838752,0.11782521235865583,0.8821747876413442,445218,436135,15269,9083,0.9795987583610726
0.08383423089981079,0.9661744246838752,0.11782388912809957,0.8821761108719004,445213,436135,15269,9078,0.9796097598228264
0.08383423835039139,0.9660127070207619,0.117575915721858,0.882424084278142,444276,436062,15342,8214,0.9815114928557923
0.085,0.9656759798318136,0.11701539525822977,0.8829846047417702,442158,435910,15494,6248,0.9858693046377087
0.08601007610559464,0.9656759798318136,0.11701539525822977,0.8829846047417702,442158,435910,15494,6248,0.9858693046377087
0.08601008355617523,0.9656759798318136,0.11701221950489477,0.8829877804951052,442146,435910,15494,6236,0.985896061481954
0.08601009100675583,0.9649936642121026,0.11597771785601717,0.8840222821439828,438237,435602,15802,2635,0.9939872717273986
0.09,0.9649914489016491,0.11597560068712716,0.8840243993128728,438229,435601,15803,2628,0.9940031353470445
0.095,0.9649914489016491,0.11597560068712716,0.8840243993128728,438229,435601,15803,2628,0.9940031353470445
0.09530291706323624,0.9649914489016491,0.11597560068712716,0.8840243993128728,438229,435601,15803,2628,0.9940031353470445
0.09530292451381683,0.9649870182807418,0.11595495829044963,0.8840450417095503,438151,435599,15805,2552,0.9941755239631999
0.09530293196439743,0.9646879513695049,0.11560033250137418,0.8843996674986259,436811,435464,15940,1347,0.9969162864488302
0.1,0.9646879513695049,0.11559874462470668,0.8844012553752933,436805,435464,15940,1341,0.9969299801971131
0.105,0.9646879513695049,0.11559874462470668,0.8844012553752933,436805,435464,15940,1341,0.9969299801971131
0.11,0.9646879513695049,0.11559874462470668,0.8844012553752933,436805,435464,15940,1341,0.9969299801971131
0.115,0.9646879513695049,0.11559874462470668,0.8844012553752933,436805,435464,15940,1341,0.9969299801971131
0.12,0.9646879513695049,0.11559874462470668,0.8844012553752933,436805,435464,15940,1341,0.9969299801971131
0.125,0.9646879513695049,0.11559874462470668,0.8844012553752933,436805,435464,15940,1341,0.9969299801971131
0.13,0.9646879513695049,0.11559874462470668,0.8844012553752933,436805,435464,15940,1341,0.9969299801971131
0.135,0.9646879513695049,0.11559874462470668,0.8844012553752933,436805,435464,15940,1341,0.9969299801971131
0.14,0.9646879513695049,0.11559874462470668,0.8844012553752933,436805,435464,15940,1341,0.9969299801971131
0.145,0.9646879513695049,0.11559874462470668,0.8844012553752933,436805,435464,15940,1341,0.9969299801971131
0.15,0.9646879513695049,0.11559874462470668,0.8844012553752933,436805,435464,15940,1341,0.9969299801971131
0.155,0.9646879513695049,0.11559874462470668,0.8844012553752933,436805,435464,15940,1341,0.9969299801971131
0.16,0.9646879513695049,0.11559874462470668,0.8844012553752933,436805,435464,15940,1341,0.9969299801971131
0.165,0.9646879513695049,0.11559874462470668,0.8844012553752933,436805,435464,15940,1341,0.9969299801971131
0.17,0.9646879513695049,0.11559874462470668,0.8844012553752933,436805,435464,15940,1341,0.9969299801971131
0.17500000000000002,0.9646879513695049,0.11559874462470668,0.8844012553752933,436805,435464,15940,1341,0.9969299801971131
0.18,0.9646879513695049,0.11559874462470668,0.8844012553752933,436805,435464,15940,1341,0.9969299801971131
0.185,0.9646879513695049,0.11559874462470668,0.8844012553752933,436805,435464,15940,1341,0.9969299801971131
0.19,0.9646879513695049,0.11559874462470668,0.8844012553752933,436805,435464,15940,1341,0.9969299801971131
0.19354836642742157,0.9646879513695049,0.11559874462470668,0.8844012553752933,436805,435464,15940,1341,0.9969299801971131
0.19354838132858276,0.9646879513695049,0.11559821533248417,0.8844017846675158,436803,435464,15940,1339,0.9969345448634739
0.19354839622974396,0.9646879513695049,0.11559106988748041,0.8844089301125195,436776,435464,15940,1312,0.9969961719508398
0.19354841113090515,0.9646502910917936,0.11556831032191288,0.8844316896780872,436690,435447,15957,1243,0.997153587212897
0.195,0.9646192767454431,0.11555428407801661,0.8844457159219834,436637,435433,15971,1204,0.9972425607541275
0.2,0.9646192767454431,0.11555428407801661,0.8844457159219834,436637,435433,15971,1204,0.9972425607541275
0.20195437967777252,0.9646192767454431,0.11555428407801661,0.8844457159219834,436637,435433,15971,1204,0.9972425607541275
0.20195439457893372,0.9646148461245359,0.11555269620134911,0.8844473037986509,436631,435431,15973,1200,0.9972516839161673
0.2019544094800949,0.9644930040495875,0.11546615692297026,0.8845338430770298,436304,435376,16028,928,0.9978730426491621
0.20500000000000002,0.9644907887391339,0.11546456904630274,0.8845354309536972,436298,435375,16029,923,0.9978844734562157
0.21,0.9644907887391339,0.11546456904630274,0.8845354309536972,436298,435375,16029,923,0.9978844734562157
0.215,0.9644907887391339,0.11546456904630274,0.8845354309536972,436298,435375,16029,923,0.9978844734562157
0.22,0.9644907887391339,0.11546456904630274,0.8845354309536972,436298,435375,16029,923,0.9978844734562157
0.225,0.9644907887391339,0.11546456904630274,0.8845354309536972,436298,435375,16029,923,0.9978844734562157
0.23,0.9644907887391339,0.11546456904630274,0.8845354309536972,436298,435375,16029,923,0.9978844734562157
0.23500000000000001,0.9644907887391339,0.11546456904630274,0.8845354309536972,436298,435375,16029,923,0.9978844734562157
0.24,0.9644907887391339,0.11546456904630274,0.8845354309536972,436298,435375,16029,923,0.9978844734562157
0.245,0.9644907887391339,0.11546456904630274,0.8845354309536972,436298,435375,16029,923,0.9978844734562157
0.25,0.9644907887391339,0.11546456904630274,0.8845354309536972,436298,435375,16029,923,0.9978844734562157
0.255,0.9644907887391339,0.11546456904630274,0.8845354309536972,436298,435375,16029,923,0.9978844734562157
0.26,0.9644907887391339,0.11546456904630274,0.8845354309536972,436298,435375,16029,923,0.9978844734562157
0.265,0.9644907887391339,0.11546456904630274,0.8845354309536972,436298,435375,16029,923,0.9978844734562157
0.27,0.9644907887391339,0.11546456904630274,0.8845354309536972,436298,435375,16029,923,0.9978844734562157
0.275,0.9644907887391339,0.11546456904630274,0.8845354309536972,436298,435375,16029,923,0.9978844734562157
0.28,0.9644907887391339,0.11546456904630274,0.8845354309536972,436298,435375,16029,923,0.9978844734562157
0.28500000000000003,0.9644907887391339,0.11546456904630274,0.8845354309536972,436298,435375,16029,923,0.9978844734562157
0.29,0.9644907887391339,0.11546456904630274,0.8845354309536972,436298,435375,16029,923,0.9978844734562157
0.295,0.9644907887391339,0.11546456904630274,0.8845354309536972,436298,435375,16029,923,0.9978844734562157
0.3,0.9644907887391339,0.11546456904630274,0.8845354309536972,436298,435375,16029,923,0.9978844734562157
0.3005272150039673,0.9644907887391339,0.11546456904630274,0.8845354309536972,436298,435375,16029,923,0.9978844734562157
0.3005272448062897,0.9644575590823298,0.11545318926351898,0.884546810736481,436255,435360,16044,895,0.9979484475822626
0.30052727460861206,0.9641939371383506,0.11533198134456632,0.8846680186554337,435797,435241,16163,556,0.9987241766235196
0.30084988474845886,0.9641363390665568,0.1153108096556663,0.8846891903443337,435717,435215,16189,502,0.9988478760296248
0.305,0.9641363390665568,0.11531054500955505,0.8846894549904449,435716,435215,16189,501,0.9988501684583536
0.31,0.9641363390665568,0.11531054500955505,0.8846894549904449,435716,435215,16189,501,0.9988501684583536
0.315,0.9641363390665568,0.11531054500955505,0.8846894549904449,435716,435215,16189,501,0.9988501684583536
0.32,0.9641363390665568,0.11531054500955505,0.8846894549904449,435716,435215,16189,501,0.9988501684583536
0.325,0.9641363390665568,0.11531054500955505,0.8846894549904449,435716,435215,16189,501,0.9988501684583536
0.3258852958679199,0.9641363390665568,0.11531054500955505,0.8846894549904449,435716,435215,16189,501,0.9988501684583536
0.33,0.9641363390665568,0.1153102803634438,0.8846897196365562,435715,435215,16189,500,0.998852460897605
0.335,0.9641363390665568,0.1153102803634438,0.8846897196365562,435715,435215,16189,500,0.998852460897605
0.34,0.9641363390665568,0.1153102803634438,0.8846897196365562,435715,435215,16189,500,0.998852460897605
0.34500000000000003,0.9641363390665568,0.1153102803634438,0.8846897196365562,435715,435215,16189,500,0.998852460897605
0.35000000000000003,0.9641363390665568,0.1153102803634438,0.8846897196365562,435715,435215,16189,500,0.998852460897605
0.35026735067367554,0.9641363390665568,0.1153102803634438,0.8846897196365562,435715,435215,16189,500,0.998852460897605
0.3502673804759979,0.9640853869261238,0.11529360765843502,0.884706392341565,435652,435192,16212,460,0.9989441113549347
0.3502674102783203,0.963903731468928,0.11522850471506745,0.8847714952849326,435406,435110,16294,296,0.9993201747334671
0.355,0.9638860089852992,0.11522030068561868,0.8847796993143813,435375,435102,16302,273,0.9993729543496985
0.36,0.9638860089852992,0.11522030068561868,0.8847796993143813,435375,435102,16302,273,0.9993729543496985
0.365,0.9638860089852992,0.11522030068561868,0.8847796993143813,435375,435102,16302,273,0.9993729543496985
0.37,0.9638860089852992,0.11522030068561868,0.8847796993143813,435375,435102,16302,273,0.9993729543496985
0.375,0.9638860089852992,0.11522030068561868,0.8847796993143813,435375,435102,16302,273,0.9993729543496985
0.38,0.9638860089852992,0.11522030068561868,0.8847796993143813,435375,435102,16302,273,0.9993729543496985
0.385,0.9638860089852992,0.11522030068561868,0.8847796993143813,435375,435102,16302,273,0.9993729543496985
0.39,0.9638860089852992,0.11522030068561868,0.8847796993143813,435375,435102,16302,273,0.9993729543496985
0.395,0.9638860089852992,0.11522030068561868,0.8847796993143813,435375,435102,16302,273,0.9993729543496985
0.4,0.9638860089852992,0.11522030068561868,0.8847796993143813,435375,435102,16302,273,0.9993729543496985
0.405,0.9638860089852992,0.11522030068561868,0.8847796993143813,435375,435102,16302,273,0.9993729543496985
0.41000000000000003,0.9638860089852992,0.11522030068561868,0.8847796993143813,435375,435102,16302,273,0.9993729543496985
0.41500000000000004,0.9638860089852992,0.11522030068561868,0.8847796993143813,435375,435102,16302,273,0.9993729543496985
0.42,0.9638860089852992,0.11522030068561868,0.8847796993143813,435375,435102,16302,273,0.9993729543496985
0.425,0.9638860089852992,0.11522030068561868,0.8847796993143813,435375,435102,16302,273,0.9993729543496985
0.43,0.9638860089852992,0.11522030068561868,0.8847796993143813,435375,435102,16302,273,0.9993729543496985
0.435,0.9638860089852992,0.11522030068561868,0.8847796993143813,435375,435102,16302,273,0.9993729543496985
0.44,0.9638860089852992,0.11522030068561868,0.8847796993143813,435375,435102,16302,273,0.9993729543496985
0.445,0.9638860089852992,0.11522030068561868,0.8847796993143813,435375,435102,16302,273,0.9993729543496985
0.45,0.9638860089852992,0.11522030068561868,0.8847796993143813,435375,435102,16302,273,0.9993729543496985
0.455,0.9638860089852992,0.11522030068561868,0.8847796993143813,435375,435102,16302,273,0.9993729543496985
0.46,0.9638860089852992,0.11522030068561868,0.8847796993143813,435375,435102,16302,273,0.9993729543496985
0.465,0.9638860089852992,0.11522030068561868,0.8847796993143813,435375,435102,16302,273,0.9993729543496985
0.47000000000000003,0.9638860089852992,0.11522030068561868,0.8847796993143813,435375,435102,16302,273,0.9993729543496985
0.47500000000000003,0.9638860089852992,0.11522030068561868,0.8847796993143813,435375,435102,16302,273,0.9993729543496985
0.48,0.9638860089852992,0.11522030068561868,0.8847796993143813,435375,435102,16302,273,0.9993729543496985
0.485,0.9638860089852992,0.11522030068561868,0.8847796993143813,435375,435102,16302,273,0.9993729543496985
0.49,0.9638860089852992,0.11522030068561868,0.8847796993143813,435375,435102,16302,273,0.9993729543496985
0.495,0.9638860089852992,0.11522030068561868,0.8847796993143813,435375,435102,16302,273,0.9993729543496985
0.5,0.9638860089852992,0.11522030068561868,0.8847796993143813,435375,435102,16302,273,0.9993729543496985
0.505,0.9638616405703095,0.11521315524061491,0.8847868447593851,435348,435091,16313,257,0.9994096676681643
0.51,0.9638616405703095,0.11521315524061491,0.8847868447593851,435348,435091,16313,257,0.9994096676681643
0.515,0.9638616405703095,0.11521315524061491,0.8847868447593851,435348,435091,16313,257,0.9994096676681643
0.52,0.9638616405703095,0.11521315524061491,0.8847868447593851,435348,435091,16313,257,0.9994096676681643
0.525,0.9638616405703095,0.11521315524061491,0.8847868447593851,435348,435091,16313,257,0.9994096676681643
0.53,0.9638616405703095,0.11521315524061491,0.8847868447593851,435348,435091,16313,257,0.9994096676681643
0.535,0.9638616405703095,0.11521315524061491,0.8847868447593851,435348,435091,16313,257,0.9994096676681643
0.54,0.9638616405703095,0.11521315524061491,0.8847868447593851,435348,435091,16313,257,0.9994096676681643
0.545,0.9638616405703095,0.11521315524061491,0.8847868447593851,435348,435091,16313,257,0.9994096676681643
0.55,0.9638616405703095,0.11521315524061491,0.8847868447593851,435348,435091,16313,257,0.9994096676681643
0.555,0.9638616405703095,0.11521315524061491,0.8847868447593851,435348,435091,16313,257,0.9994096676681643
0.56,0.9638616405703095,0.11521315524061491,0.8847868447593851,435348,435091,16313,257,0.9994096676681643
0.5650000000000001,0.9638616405703095,0.11521315524061491,0.8847868447593851,435348,435091,16313,257,0.9994096676681643
0.5700000000000001,0.9638616405703095,0.11521315524061491,0.8847868447593851,435348,435091,16313,257,0.9994096676681643
0.5750000000000001,0.9638616405703095,0.11521315524061491,0.8847868447593851,435348,435091,16313,257,0.9994096676681643
0.579487144947052,0.9638616405703095,0.11521315524061491,0.8847868447593851,435348,435091,16313,257,0.9994096676681643
0.5794872045516968,0.9638594252598559,0.11521236130228117,0.8847876386977188,435345,435090,16314,255,0.9994142576577197
0.5794872641563416,0.9636312482831344,0.11516181389503236,0.8848381861049677,435154,434987,16417,167,0.9996162278181977
0.58,0.9636290329726808,0.11516128460280986,0.8848387153971902,435152,434986,16418,166,0.999618524101923
0.5827220678329468,0.9636290329726808,0.11516128460280986,0.8848387153971902,435152,434986,16418,166,0.999618524101923
0.5827474594116211,0.9636268176622271,0.1151610199566986,0.8848389800433014,435151,434985,16419,166,0.9996185232252712
0.585,0.9636268176622271,0.11516075531058735,0.8848392446894127,435150,434985,16419,165,0.9996208204067563
0.59,0.9636268176622271,0.11516075531058735,0.8848392446894127,435150,434985,16419,165,0.9996208204067563
0.595,0.9636268176622271,0.11516075531058735,0.8848392446894127,435150,434985,16419,165,0.9996208204067563
0.6,0.9636268176622271,0.11516075531058735,0.8848392446894127,435150,434985,16419,165,0.9996208204067563
0.6000000238418579,0.9636268176622271,0.11516075531058735,0.8848392446894127,435150,434985,16419,165,0.9996208204067563
0.605,0.96362238704132,0.11515996137225361,0.8848400386277464,435147,434983,16421,164,0.9996231158665922
0.60564124584198,0.96362238704132,0.11515996137225361,0.8848400386277464,435147,434983,16421,164,0.9996231158665922
